id,date,warehouse,client_type,product_line,quantity,unit_price,total,payment
1116,2021-06-12,Central,Retail,Breaking system,10,22.21,222.08,Credit card
1117,2021-06-12,Central,Retail,Suspension & traction,10,41.25,412.5,Credit card
1118,2021-06-12,Central,Retail,Electrical system,8,31.93,255.41,Credit card
1119,2021-06-13,North,Retail,Electrical system,9,23.27,209.43,Credit card
1120,2021-06-13,North,Retail,Frame & body,7,40.93,286.51,Credit card
1121,2021-06-13,Central,Retail,Frame & body,6,45.43,272.6,Credit card
1122,2021-06-13,North,Retail,Suspension & traction,3,38.5,115.5,Credit card
1123,2021-06-13,Central,Retail,Electrical system,10,23.61,236.08,Cash
1124,2021-06-13,Central,Wholesale,Breaking system,8,18.31,146.48,Transfer
1125,2021-06-13,West,Retail,Miscellaneous,4,16.84,67.36,Credit card
1126,2021-06-13,Central,Retail,Miscellaneous,2,25.4,50.8,Credit card
1127,2021-06-13,Central,Retail,Breaking system,1,20.72,20.72,Credit card
1128,2021-06-13,North,Retail,Suspension & traction,6,28.91,173.46,Cash
1129,2021-06-14,Central,Retail,Miscellaneous,1,27.47,27.47,Credit card
1130,2021-06-14,North,Retail,Breaking system,10,17.67,176.73,Credit card
1131,2021-06-14,Central,Retail,Electrical system,7,26.9,188.31,Credit card
1132,2021-06-14,Central,Retail,Frame & body,1,39.14,39.14,Credit card
1133,2021-06-14,Central,Retail,Miscellaneous,5,29.95,149.74,Credit card
1134,2021-06-14,Central,Retail,Miscellaneous,7,25.51,178.57,Credit card
1135,2021-06-14,Central,Retail,Electrical system,1,19.62,19.62,Credit card
1136,2021-06-14,West,Retail,Miscellaneous,4,18.63,74.51,Credit card
1137,2021-06-14,North,Wholesale,Breaking system,20,24.45,489,Transfer
1138,2021-06-14,Central,Wholesale,Electrical system,12,26.74,320.94,Transfer
1139,2021-06-14,Central,Retail,Breaking system,4,11.35,45.39,Credit card
1140,2021-06-14,West,Retail,Suspension & traction,9,32.47,292.26,Credit card
1141,2021-06-14,Central,Retail,Engine,7,58.86,412.06,Credit card
1142,2021-06-15,Central,Wholesale,Engine,28,63.54,1779.07,Transfer
1143,2021-06-15,Central,Retail,Suspension & traction,10,41.23,412.28,Credit card
1144,2021-06-15,North,Retail,Frame & body,7,36.52,255.62,Credit card
1145,2021-06-15,Central,Retail,Breaking system,2,20.59,41.17,Credit card
1146,2021-06-15,Central,Retail,Electrical system,5,29.28,146.38,Credit card
1147,2021-06-15,Central,Wholesale,Frame & body,24,48.95,1174.88,Transfer
1148,2021-06-15,North,Retail,Electrical system,9,26.81,241.32,Credit card
1149,2021-06-15,North,Wholesale,Suspension & traction,36,39.87,1435.26,Transfer
1150,2021-06-15,Central,Retail,Engine,10,61.08,610.78,Credit card
1151,2021-06-15,North,Retail,Suspension & traction,6,26.9,161.43,Credit card
1152,2021-06-15,West,Retail,Miscellaneous,5,16.24,81.2,Credit card
1153,2021-06-15,North,Retail,Breaking system,2,22.3,44.59,Credit card
1154,2021-06-15,West,Retail,Suspension & traction,10,34.31,343.12,Credit card
1155,2021-06-16,North,Wholesale,Suspension & traction,40,35.59,1423.73,Transfer
1156,2021-06-16,Central,Retail,Suspension & traction,10,40.93,409.3,Credit card
1157,2021-06-16,Central,Retail,Miscellaneous,9,28.88,259.89,Credit card
1158,2021-06-16,North,Retail,Frame & body,2,48.86,97.73,Credit card
1159,2021-06-16,Central,Retail,Frame & body,7,48.46,339.2,Credit card
1160,2021-06-16,Central,Retail,Frame & body,2,35.92,71.83,Credit card
1161,2021-06-16,Central,Retail,Breaking system,4,14.87,59.47,Credit card
1162,2021-06-16,Central,Retail,Frame & body,7,36.19,253.33,Cash
1163,2021-06-16,Central,Retail,Miscellaneous,9,22.1,198.9,Credit card
1164,2021-06-16,Central,Wholesale,Breaking system,4,16.89,67.57,Transfer
1165,2021-06-17,Central,Retail,Suspension & traction,7,40.76,285.36,Credit card
1166,2021-06-17,Central,Retail,Frame & body,2,40.1,80.21,Credit card
1167,2021-06-17,North,Retail,Miscellaneous,10,26.87,268.68,Cash
1168,2021-06-17,Central,Wholesale,Frame & body,20,45.32,906.4,Transfer
1169,2021-06-17,Central,Wholesale,Electrical system,8,27.14,217.09,Transfer
1170,2021-06-17,Central,Wholesale,Miscellaneous,8,22.98,183.85,Transfer
1171,2021-06-17,North,Retail,Frame & body,3,37.62,112.85,Credit card
1172,2021-06-17,North,Retail,Frame & body,7,43.15,302.06,Cash
1173,2021-06-17,North,Retail,Suspension & traction,6,28.59,171.52,Credit card
1174,2021-06-17,Central,Wholesale,Miscellaneous,8,24.28,194.2,Transfer
1175,2021-06-17,Central,Wholesale,Suspension & traction,4,39.45,157.81,Transfer
1176,2021-06-18,North,Wholesale,Frame & body,24,48.18,1156.24,Transfer
1177,2021-06-18,Central,Wholesale,Frame & body,36,48.44,1743.78,Transfer
1178,2021-06-18,West,Retail,Electrical system,1,23.24,23.24,Credit card
1179,2021-06-18,North,Wholesale,Breaking system,12,23.02,276.3,Transfer
1180,2021-06-18,Central,Wholesale,Breaking system,24,11.25,269.92,Transfer
1181,2021-06-18,North,Retail,Suspension & traction,5,29.38,146.93,Credit card
1182,2021-06-18,North,Retail,Suspension & traction,9,28.23,254.04,Credit card
1183,2021-06-18,Central,Retail,Miscellaneous,8,16.63,133.05,Credit card
1184,2021-06-18,Central,Retail,Breaking system,7,18.46,129.2,Credit card
1185,2021-06-19,North,Wholesale,Frame & body,16,44.54,712.69,Transfer
1186,2021-06-19,North,Retail,Breaking system,6,24.85,149.1,Credit card
1187,2021-06-19,North,Retail,Suspension & traction,10,32.61,326.13,Credit card
1188,2021-06-19,North,Retail,Miscellaneous,8,18.98,151.84,Credit card
1189,2021-06-19,North,Retail,Frame & body,10,44.03,440.32,Cash
1190,2021-06-19,Central,Retail,Suspension & traction,6,33.82,202.89,Credit card
1191,2021-06-19,North,Retail,Suspension & traction,9,34.68,312.1,Credit card
1192,2021-06-19,Central,Retail,Frame & body,3,43.84,131.53,Credit card
1193,2021-06-19,Central,Retail,Electrical system,8,18.68,149.47,Credit card
1194,2021-06-19,North,Retail,Miscellaneous,6,21.88,131.28,Credit card
1195,2021-06-19,West,Retail,Frame & body,1,46.82,46.82,Credit card
1196,2021-06-19,West,Retail,Suspension & traction,4,34.35,137.42,Credit card
1197,2021-06-19,West,Retail,Miscellaneous,8,20.53,164.24,Credit card
1198,2021-06-19,North,Wholesale,Suspension & traction,12,26.99,323.88,Transfer
1199,2021-06-19,West,Retail,Breaking system,4,18.26,73.06,Credit card
1200,2021-06-19,West,Wholesale,Suspension & traction,4,39.77,159.07,Transfer
1201,2021-06-20,West,Retail,Electrical system,7,27.35,191.43,Credit card
1202,2021-06-20,Central,Retail,Suspension & traction,3,31.25,93.74,Credit card
1203,2021-06-20,Central,Wholesale,Frame & body,16,47.16,754.48,Transfer
1204,2021-06-20,West,Retail,Breaking system,8,10.94,87.49,Credit card
1205,2021-06-20,North,Wholesale,Breaking system,32,18.98,607.36,Transfer
1206,2021-06-20,North,Retail,Suspension & traction,10,37.06,370.58,Credit card
1207,2021-06-20,West,Wholesale,Suspension & traction,32,39.88,1276,Transfer
1208,2021-06-20,North,Wholesale,Electrical system,16,25.92,414.67,Transfer
1209,2021-06-20,Central,Retail,Suspension & traction,2,33.91,67.81,Credit card
1210,2021-06-20,North,Retail,Frame & body,2,48.86,97.71,Cash
1211,2021-06-21,North,Retail,Miscellaneous,3,22.45,67.34,Credit card
1212,2021-06-21,North,Retail,Electrical system,7,25.53,178.7,Cash
1213,2021-06-21,West,Retail,Engine,6,66.53,399.19,Cash
1214,2021-06-21,North,Retail,Suspension & traction,6,37.99,227.95,Credit card
1215,2021-06-21,North,Wholesale,Breaking system,8,14.39,115.15,Transfer
1216,2021-06-21,Central,Retail,Frame & body,1,49.69,49.69,Credit card
1217,2021-06-21,West,Wholesale,Miscellaneous,4,24.83,99.32,Transfer
1218,2021-06-21,North,Retail,Suspension & traction,6,37.2,223.22,Credit card
1219,2021-06-22,North,Retail,Suspension & traction,3,30.11,90.34,Credit card
1220,2021-06-22,North,Retail,Suspension & traction,9,37.44,337,Credit card
1221,2021-06-22,Central,Retail,Suspension & traction,5,31.56,157.82,Credit card
1222,2021-06-22,Central,Retail,Engine,6,59.3,355.81,Cash
1223,2021-06-22,Central,Wholesale,Engine,4,63.58,254.34,Transfer
1224,2021-06-22,Central,Retail,Engine,5,53.4,266.98,Credit card
1225,2021-06-22,Central,Retail,Breaking system,5,13.14,65.72,Credit card
1226,2021-06-23,North,Retail,Miscellaneous,9,21.27,191.44,Credit card
1227,2021-06-23,West,Retail,Electrical system,7,33.33,233.29,Credit card
1228,2021-06-23,Central,Retail,Electrical system,5,18.5,92.49,Credit card
1229,2021-06-23,North,Retail,Suspension & traction,6,36.01,216.06,Credit card
1230,2021-06-23,North,Retail,Engine,5,65.99,329.96,Cash
1231,2021-06-23,North,Retail,Breaking system,1,13.44,13.44,Credit card
1232,2021-06-23,West,Retail,Electrical system,3,30.68,92.02,Credit card
1233,2021-06-23,North,Retail,Miscellaneous,6,29.76,178.53,Credit card
1234,2021-06-23,West,Wholesale,Suspension & traction,16,32.9,526.35,Transfer
1235,2021-06-23,West,Retail,Frame & body,10,48.3,483,Cash
1236,2021-06-23,West,Retail,Breaking system,8,11.54,92.33,Credit card
1237,2021-06-23,Central,Wholesale,Breaking system,32,14.74,471.84,Transfer
1238,2021-06-23,North,Retail,Engine,4,59.69,238.77,Credit card
1239,2021-06-23,Central,Retail,Suspension & traction,6,38.96,233.77,Cash
1240,2021-06-23,North,Retail,Breaking system,5,11.32,56.62,Cash
1241,2021-06-23,Central,Retail,Electrical system,1,30.51,30.51,Credit card
1242,2021-06-23,Central,Retail,Breaking system,7,15.91,111.35,Credit card
1243,2021-06-24,North,Retail,Breaking system,8,22.78,182.24,Credit card
1244,2021-06-24,Central,Retail,Frame & body,6,37.18,223.08,Credit card
1245,2021-06-24,West,Retail,Suspension & traction,3,39.29,117.86,Cash
1246,2021-06-24,Central,Retail,Electrical system,10,23.38,233.83,Credit card
1247,2021-06-24,North,Retail,Frame & body,10,46.46,464.62,Credit card
1248,2021-06-24,Central,Retail,Electrical system,7,29.31,205.19,Credit card
1249,2021-06-24,Central,Retail,Suspension & traction,5,37.21,186.07,Credit card
1250,2021-06-24,Central,Retail,Frame & body,10,46.1,461,Credit card
1251,2021-06-24,West,Retail,Suspension & traction,1,35.15,35.15,Cash
1252,2021-06-24,Central,Retail,Breaking system,3,23.87,71.61,Credit card
1253,2021-06-24,North,Wholesale,Electrical system,32,24.77,792.64,Transfer
1254,2021-06-24,North,Retail,Electrical system,8,18.43,147.41,Credit card
1255,2021-06-24,North,Retail,Electrical system,5,29.58,147.92,Credit card
1256,2021-06-25,Central,Retail,Breaking system,2,18.49,36.99,Credit card
1257,2021-06-25,Central,Retail,Miscellaneous,7,21.42,149.93,Cash
1258,2021-06-25,Central,Retail,Electrical system,4,25.19,100.75,Credit card
1259,2021-06-25,North,Wholesale,Frame & body,16,40.01,640.13,Transfer
1260,2021-06-25,North,Retail,Suspension & traction,4,35,140.01,Cash
1261,2021-06-25,Central,Retail,Frame & body,2,36.98,73.96,Credit card
1262,2021-06-25,Central,Retail,Engine,1,66.02,66.02,Credit card
1263,2021-06-25,West,Retail,Breaking system,1,10.9,10.9,Credit card
1264,2021-06-25,Central,Retail,Miscellaneous,5,28.06,140.3,Credit card
1265,2021-06-25,North,Retail,Breaking system,1,20.68,20.68,Cash
1266,2021-06-25,Central,Retail,Breaking system,7,14.94,104.56,Cash
1267,2021-06-25,West,Retail,Breaking system,3,22.48,67.44,Credit card
1268,2021-06-25,Central,Retail,Electrical system,10,31.75,317.5,Credit card
1269,2021-06-25,West,Retail,Frame & body,9,45.03,405.28,Cash
1270,2021-06-25,West,Retail,Engine,8,55.72,445.75,Credit card
1271,2021-06-25,North,Retail,Suspension & traction,9,29.37,264.34,Credit card
1272,2021-06-25,North,Wholesale,Suspension & traction,12,33.88,406.6,Transfer
1273,2021-06-26,West,Retail,Breaking system,1,19.16,19.16,Credit card
1274,2021-06-26,North,Retail,Breaking system,1,11.89,11.89,Credit card
1275,2021-06-26,North,Retail,Breaking system,1,10.35,10.35,Credit card
1276,2021-06-26,Central,Wholesale,Miscellaneous,8,26.48,211.84,Transfer
1277,2021-06-26,Central,Retail,Frame & body,5,41.92,209.62,Credit card
1278,2021-06-26,Central,Retail,Breaking system,2,13.89,27.78,Credit card
1279,2021-06-26,Central,Retail,Breaking system,3,24.45,73.34,Credit card
1280,2021-06-26,North,Retail,Electrical system,7,25.28,176.97,Cash
1281,2021-06-26,Central,Wholesale,Electrical system,36,28.23,1016.22,Transfer
1282,2021-06-26,Central,Retail,Suspension & traction,4,29.26,117.03,Credit card
1283,2021-06-26,West,Retail,Breaking system,5,14.48,72.38,Credit card
1284,2021-06-26,Central,Retail,Electrical system,7,31.18,218.26,Credit card
1285,2021-06-26,Central,Retail,Breaking system,2,21.9,43.79,Credit card
1286,2021-06-26,Central,Wholesale,Miscellaneous,20,26.68,533.5,Transfer
1287,2021-06-26,Central,Retail,Breaking system,10,14.66,146.58,Credit card
1288,2021-06-26,West,Retail,Frame & body,10,40.81,408.1,Cash
1289,2021-06-26,Central,Retail,Electrical system,3,22.3,66.9,Credit card
1290,2021-06-27,Central,Wholesale,Breaking system,36,17.34,624.42,Transfer
1291,2021-06-27,North,Retail,Engine,8,59.7,477.63,Credit card
1292,2021-06-27,Central,Wholesale,Electrical system,40,24.43,977.13,Transfer
1293,2021-06-27,Central,Retail,Engine,4,66.03,264.11,Credit card
1294,2021-06-27,West,Retail,Miscellaneous,6,28.37,170.24,Credit card
1295,2021-06-27,North,Retail,Electrical system,1,28.88,28.88,Credit card
1296,2021-06-27,North,Retail,Frame & body,5,38.71,193.54,Cash
1297,2021-06-27,Central,Retail,Suspension & traction,10,33.17,331.68,Credit card
1298,2021-06-27,North,Retail,Breaking system,7,17.38,121.66,Credit card
1299,2021-06-27,North,Retail,Miscellaneous,6,26.95,161.71,Credit card
1300,2021-06-27,West,Retail,Suspension & traction,7,29.04,203.28,Credit card
1301,2021-06-27,Central,Retail,Frame & body,10,35.73,357.27,Credit card
1302,2021-06-27,North,Retail,Suspension & traction,2,27,54.01,Credit card
1303,2021-06-27,West,Retail,Suspension & traction,2,36.57,73.13,Credit card
1304,2021-06-28,North,Retail,Miscellaneous,7,15.26,106.79,Credit card
1305,2021-06-28,West,Retail,Electrical system,6,19.79,118.77,Credit card
1306,2021-06-28,Central,Retail,Breaking system,5,12.3,61.52,Cash
1307,2021-06-28,Central,Retail,Frame & body,9,46.34,417.1,Credit card
1308,2021-06-28,West,Retail,Frame & body,8,46.83,374.63,Credit card
1309,2021-06-28,Central,Retail,Engine,8,62.56,500.49,Credit card
1310,2021-06-28,Central,Retail,Engine,1,53.19,53.19,Credit card
1311,2021-06-28,Central,Retail,Electrical system,8,33.19,265.55,Credit card
1312,2021-06-28,Central,Wholesale,Electrical system,12,31.13,373.6,Transfer
1313,2021-06-28,Central,Retail,Suspension & traction,4,36.64,146.54,Cash
1314,2021-06-28,North,Retail,Suspension & traction,8,29.03,232.24,Credit card
1315,2021-06-28,Central,Wholesale,Suspension & traction,40,28.57,1142.87,Transfer
1316,2021-06-28,Central,Retail,Electrical system,5,19.57,97.84,Credit card
1317,2021-06-28,Central,Wholesale,Engine,36,62.02,2232.66,Transfer
1318,2021-06-29,North,Retail,Frame & body,4,37,148.01,Credit card
1319,2021-06-29,Central,Wholesale,Breaking system,16,13.77,220.32,Transfer
1320,2021-06-29,Central,Retail,Engine,1,56.72,56.72,Credit card
1321,2021-06-29,West,Retail,Breaking system,6,15.35,92.08,Credit card
1322,2021-06-29,West,Retail,Electrical system,10,26.46,264.6,Credit card
1323,2021-06-29,Central,Retail,Frame & body,10,37.78,377.78,Credit card
1324,2021-06-29,North,Retail,Breaking system,9,22.21,199.86,Credit card
1325,2021-06-29,Central,Retail,Miscellaneous,6,27.34,164.05,Credit card
1326,2021-06-29,West,Retail,Frame & body,6,36.52,219.15,Credit card
1327,2021-06-29,North,Wholesale,Frame & body,20,37.99,759.77,Transfer
1328,2021-06-29,North,Wholesale,Suspension & traction,20,39.56,791.23,Transfer
1329,2021-06-29,North,Retail,Electrical system,1,23.1,23.1,Credit card
1330,2021-06-30,Central,Retail,Suspension & traction,8,32.07,256.56,Credit card
1331,2021-06-30,West,Retail,Frame & body,1,37.06,37.06,Credit card
1332,2021-06-30,Central,Retail,Electrical system,4,20.61,82.43,Credit card
1333,2021-06-30,North,Wholesale,Suspension & traction,12,40.63,487.56,Transfer
1334,2021-06-30,West,Wholesale,Miscellaneous,40,29.75,1190.13,Transfer
1335,2021-06-30,Central,Retail,Suspension & traction,1,28.83,28.83,Credit card
1336,2021-06-30,West,Retail,Miscellaneous,5,29.5,147.52,Credit card
1337,2021-06-30,Central,Wholesale,Suspension & traction,20,26.76,535.1,Transfer
1338,2021-06-30,West,Retail,Frame & body,2,46.07,92.13,Cash
1339,2021-07-01,Central,Retail,Breaking system,10,18.7,186.97,Credit card
1340,2021-07-01,West,Wholesale,Suspension & traction,16,31.18,498.83,Transfer
1341,2021-07-01,Central,Retail,Suspension & traction,6,32.56,195.35,Credit card
1342,2021-07-01,West,Wholesale,Breaking system,32,24.78,793.07,Transfer
1343,2021-07-01,West,Retail,Frame & body,9,37.29,335.62,Credit card
1344,2021-07-01,Central,Retail,Breaking system,2,19.85,39.69,Cash
1345,2021-07-01,North,Retail,Suspension & traction,1,36.06,36.06,Credit card
1346,2021-07-01,Central,Retail,Electrical system,10,28.69,286.88,Credit card
1347,2021-07-01,Central,Retail,Electrical system,4,23.83,95.33,Credit card
1348,2021-07-01,Central,Retail,Frame & body,1,45.97,45.97,Credit card
1349,2021-07-01,North,Wholesale,Suspension & traction,16,28.46,455.39,Transfer
1350,2021-07-01,Central,Retail,Frame & body,6,46.66,279.93,Credit card
1351,2021-07-01,North,Retail,Breaking system,8,16.89,135.12,Cash
1352,2021-07-01,Central,Wholesale,Electrical system,36,31.31,1127.22,Transfer
1353,2021-07-02,Central,Retail,Suspension & traction,9,28.84,259.6,Credit card
1354,2021-07-02,West,Wholesale,Suspension & traction,36,38.47,1384.74,Transfer
1355,2021-07-02,West,Retail,Breaking system,6,22.91,137.48,Credit card
1356,2021-07-02,North,Wholesale,Frame & body,28,44.92,1257.76,Transfer
1357,2021-07-02,North,Retail,Miscellaneous,5,15.7,78.53,Credit card
1358,2021-07-02,North,Wholesale,Engine,16,62.95,1007.15,Transfer
1359,2021-07-03,West,Retail,Miscellaneous,8,24.33,194.63,Credit card
1360,2021-07-03,Central,Retail,Breaking system,7,12.59,88.15,Credit card
1361,2021-07-03,North,Wholesale,Breaking system,40,15.52,620.87,Transfer
1362,2021-07-03,West,Retail,Electrical system,6,22.58,135.49,Credit card
1363,2021-07-03,West,Retail,Miscellaneous,1,19.74,19.74,Credit card
1364,2021-07-03,Central,Retail,Electrical system,7,21.04,147.3,Cash
1365,2021-07-03,Central,Wholesale,Breaking system,8,22.22,177.8,Transfer
1366,2021-07-03,North,Wholesale,Frame & body,32,41.92,1341.44,Transfer
1367,2021-07-03,North,Retail,Miscellaneous,10,15.16,151.6,Cash
1368,2021-07-03,Central,Wholesale,Breaking system,36,16.09,579.3,Transfer
1369,2021-07-03,West,Retail,Breaking system,4,24.24,96.95,Cash
1370,2021-07-03,North,Retail,Engine,1,53.06,53.06,Credit card
1371,2021-07-03,Central,Wholesale,Suspension & traction,8,34.35,274.81,Transfer
1372,2021-07-03,Central,Retail,Suspension & traction,8,40.65,325.16,Credit card
1373,2021-07-04,Central,Retail,Breaking system,1,17.3,17.3,Credit card
1374,2021-07-04,North,Retail,Breaking system,10,19.58,195.75,Cash
1375,2021-07-04,Central,Wholesale,Miscellaneous,28,28.57,799.87,Transfer
1376,2021-07-04,North,Retail,Miscellaneous,5,17.88,89.4,Credit card
1377,2021-07-04,Central,Wholesale,Frame & body,4,45.66,182.65,Transfer
1378,2021-07-04,Central,Retail,Frame & body,3,40.49,121.48,Credit card
1379,2021-07-04,North,Retail,Suspension & traction,10,37.13,371.3,Credit card
1380,2021-07-04,Central,Retail,Frame & body,9,42.51,382.6,Credit card
1381,2021-07-04,West,Retail,Frame & body,10,41.56,415.55,Credit card
1382,2021-07-04,Central,Retail,Miscellaneous,5,21.19,105.97,Credit card
1383,2021-07-04,West,Retail,Frame & body,4,45.66,182.63,Cash
1384,2021-07-04,Central,Retail,Miscellaneous,5,20.09,100.43,Credit card
1385,2021-07-04,North,Retail,Suspension & traction,7,40.81,285.69,Credit card
1386,2021-07-04,North,Retail,Breaking system,5,21.17,105.85,Credit card
1387,2021-07-05,Central,Retail,Miscellaneous,1,24.63,24.63,Cash
1388,2021-07-05,North,Wholesale,Electrical system,28,20.87,584.36,Transfer
1389,2021-07-05,Central,Retail,Suspension & traction,9,37.95,341.52,Credit card
1390,2021-07-05,North,Retail,Breaking system,4,16.44,65.75,Credit card
1391,2021-07-05,Central,Retail,Breaking system,4,12.22,48.89,Credit card
1392,2021-07-05,North,Retail,Electrical system,7,29.1,203.68,Credit card
1393,2021-07-05,North,Retail,Frame & body,5,40.51,202.55,Credit card
1394,2021-07-05,West,Retail,Electrical system,9,18.97,170.77,Credit card
1395,2021-07-05,Central,Retail,Breaking system,2,20.34,40.68,Credit card
1396,2021-07-05,North,Wholesale,Suspension & traction,4,36.99,147.97,Transfer
1397,2021-07-05,West,Wholesale,Suspension & traction,4,27.33,109.32,Transfer
1398,2021-07-06,West,Retail,Electrical system,10,28.1,281,Credit card
1399,2021-07-06,North,Wholesale,Suspension & traction,8,28.48,227.85,Transfer
1400,2021-07-06,Central,Retail,Breaking system,2,19.89,39.78,Cash
1401,2021-07-06,North,Retail,Breaking system,1,13.44,13.44,Credit card
1402,2021-07-06,North,Retail,Miscellaneous,1,27.98,27.98,Credit card
1403,2021-07-06,West,Retail,Engine,3,66.37,199.1,Credit card
1404,2021-07-06,North,Retail,Frame & body,3,45.87,137.6,Cash
1405,2021-07-06,Central,Retail,Frame & body,2,36.08,72.16,Credit card
1406,2021-07-06,North,Retail,Suspension & traction,6,29.32,175.91,Credit card
1407,2021-07-06,Central,Retail,Miscellaneous,6,21.21,127.27,Credit card
1408,2021-07-06,Central,Wholesale,Breaking system,36,15.47,556.92,Transfer
1409,2021-07-06,Central,Retail,Engine,9,59.71,537.36,Credit card
1410,2021-07-07,Central,Wholesale,Suspension & traction,24,33.41,801.8,Transfer
1411,2021-07-07,Central,Retail,Electrical system,8,21.42,171.33,Credit card
1412,2021-07-07,Central,Wholesale,Breaking system,16,10.75,171.95,Transfer
1413,2021-07-07,West,Retail,Miscellaneous,1,22.07,22.07,Credit card
1414,2021-07-07,Central,Retail,Miscellaneous,9,16.67,150.01,Credit card
1415,2021-07-07,Central,Retail,Breaking system,4,24.5,97.99,Credit card
1416,2021-07-07,North,Retail,Engine,5,55.95,279.73,Credit card
1417,2021-07-07,Central,Wholesale,Electrical system,40,20.98,839.33,Transfer
1418,2021-07-07,North,Wholesale,Suspension & traction,24,31.24,749.76,Transfer
1419,2021-07-07,Central,Retail,Electrical system,10,20.49,204.92,Cash
1420,2021-07-07,Central,Retail,Suspension & traction,5,30.97,154.84,Credit card
1421,2021-07-07,Central,Retail,Breaking system,4,24.9,99.61,Credit card
1422,2021-07-07,West,Retail,Electrical system,1,31.62,31.62,Credit card
1423,2021-07-08,North,Retail,Frame & body,1,40.93,40.93,Credit card
1424,2021-07-08,Central,Retail,Electrical system,6,24.34,146.02,Credit card
1425,2021-07-08,Central,Retail,Breaking system,6,15.58,93.46,Credit card
1426,2021-07-08,Central,Retail,Miscellaneous,6,16.08,96.48,Credit card
1427,2021-07-08,Central,Retail,Electrical system,8,26.32,210.55,Credit card
1428,2021-07-08,Central,Retail,Breaking system,5,18.95,94.76,Credit card
1429,2021-07-08,North,Retail,Suspension & traction,8,40.52,324.16,Cash
1430,2021-07-08,Central,Retail,Engine,10,59.82,598.25,Cash
1431,2021-07-08,North,Retail,Engine,8,64.93,519.47,Credit card
1432,2021-07-08,Central,Wholesale,Electrical system,16,27.66,442.51,Transfer
1433,2021-07-08,Central,Retail,Frame & body,1,35.03,35.03,Credit card
1434,2021-07-08,Central,Retail,Breaking system,2,22.69,45.38,Credit card
1435,2021-07-08,West,Retail,Electrical system,8,23.48,187.81,Credit card
1436,2021-07-08,Central,Retail,Miscellaneous,10,22.39,223.93,Cash
1437,2021-07-08,Central,Retail,Suspension & traction,7,27.78,194.45,Credit card
1438,2021-07-08,Central,Retail,Suspension & traction,9,28.67,258.03,Credit card
1439,2021-07-08,Central,Retail,Breaking system,8,18.4,147.21,Credit card
1440,2021-07-08,North,Retail,Miscellaneous,10,20.53,205.32,Credit card
1441,2021-07-08,North,Retail,Suspension & traction,1,29.83,29.83,Credit card
1442,2021-07-08,Central,Retail,Electrical system,10,29.9,298.98,Credit card
1443,2021-07-09,North,Retail,Breaking system,1,11.62,11.62,Cash
1444,2021-07-09,West,Retail,Frame & body,5,44.16,220.81,Credit card
1445,2021-07-09,Central,Retail,Suspension & traction,6,27.73,166.37,Credit card
1446,2021-07-09,Central,Retail,Suspension & traction,4,30.29,121.17,Cash
1447,2021-07-09,Central,Retail,Electrical system,7,22.86,160.01,Credit card
1448,2021-07-09,Central,Retail,Frame & body,9,48.38,435.42,Credit card
1449,2021-07-09,North,Retail,Frame & body,7,47.72,334.03,Credit card
1450,2021-07-09,Central,Retail,Breaking system,1,13.92,13.92,Cash
1451,2021-07-09,North,Retail,Breaking system,10,24.83,248.3,Credit card
1452,2021-07-09,Central,Retail,Suspension & traction,4,32.74,130.98,Cash
1453,2021-07-09,West,Wholesale,Breaking system,40,24.53,981.4,Transfer
1454,2021-07-09,Central,Retail,Frame & body,6,44.85,269.12,Credit card
1455,2021-07-10,North,Retail,Breaking system,1,13.64,13.64,Credit card
1456,2021-07-10,West,Retail,Engine,10,64.1,641.02,Credit card
1457,2021-07-10,Central,Retail,Breaking system,3,17.88,53.64,Credit card
1458,2021-07-10,Central,Retail,Breaking system,1,11.93,11.93,Credit card
1459,2021-07-10,West,Retail,Suspension & traction,6,27.08,162.45,Credit card
1460,2021-07-10,Central,Retail,Miscellaneous,3,16.85,50.54,Credit card
1461,2021-07-10,Central,Retail,Suspension & traction,6,27.66,165.95,Credit card
1462,2021-07-10,North,Wholesale,Miscellaneous,36,19.17,690.24,Transfer
1463,2021-07-10,Central,Wholesale,Suspension & traction,24,35.98,863.64,Transfer
1464,2021-07-10,West,Retail,Breaking system,7,19.04,133.3,Credit card
1465,2021-07-10,Central,Wholesale,Electrical system,12,30.23,362.8,Transfer
1466,2021-07-10,North,Wholesale,Frame & body,40,37.04,1481.6,Transfer
1467,2021-07-10,Central,Retail,Suspension & traction,4,32.66,130.65,Credit card
1468,2021-07-11,Central,Retail,Electrical system,6,19.82,118.93,Credit card
1469,2021-07-11,North,Retail,Breaking system,7,17.28,120.93,Cash
1470,2021-07-11,North,Retail,Miscellaneous,5,20.76,103.82,Credit card
1471,2021-07-11,West,Wholesale,Breaking system,28,20.56,575.77,Transfer
1472,2021-07-11,West,Retail,Electrical system,2,22.24,44.49,Credit card
1473,2021-07-11,North,Retail,Suspension & traction,1,37.34,37.34,Credit card
1474,2021-07-11,Central,Wholesale,Electrical system,12,24.68,296.18,Transfer
1475,2021-07-11,Central,Retail,Frame & body,4,39.14,156.56,Cash
1476,2021-07-11,North,Wholesale,Breaking system,40,13.36,534.27,Transfer
1477,2021-07-11,Central,Retail,Electrical system,10,29.69,296.88,Credit card
1478,2021-07-11,Central,Wholesale,Suspension & traction,28,31.15,872.25,Transfer
